区分,薬価基準収載医薬品コード,成分名,規格,Unnamed: 4,Unnamed: 5,Unnamed: 6,品名,メーカー名,診療報酬において加算等の算定対象となる後発医薬品,先発医薬品,同一剤形・規格の後発医薬品がある先発医薬品,薬価,経過措置による使用期限,備考
外用薬,1169700S1025,ロチゴチン,２．２５ｍｇ１枚,,,,ニュープロパッチ２．２５ｍｇ,大塚製薬,,先発品,,191.5,,
外用薬,1169700S2021,ロチゴチン,４．５ｍｇ１枚,,,,ニュープロパッチ４．５ｍｇ,大塚製薬,,先発品,,296.1,,
外用薬,1169700S3028,ロチゴチン,９ｍｇ１枚,,,,ニュープロパッチ９ｍｇ,大塚製薬,,先発品,,454.7,,
外用薬,1169700S4024,ロチゴチン,１３．５ｍｇ１枚,,,,ニュープロパッチ１３．５ｍｇ,大塚製薬,,先発品,,578.7,,
外用薬,1169700S5020,ロチゴチン,１８ｍｇ１枚,,,,ニュープロパッチ１８ｍｇ,大塚製薬,,先発品,,680.5,,
外用薬,1169701S1020,ロピニロール塩酸塩,８ｍｇ１枚,,,,ハルロピテープ８ｍｇ,久光製薬,,先発品,,287.6,,
外用薬,1169701S2026,ロピニロール塩酸塩,１６ｍｇ１枚,,,,ハルロピテープ１６ｍｇ,久光製薬,,先発品,,444.0,,
外用薬,1169701S3022,ロピニロール塩酸塩,２４ｍｇ１枚,,,,ハルロピテープ２４ｍｇ,久光製薬,,先発品,,559.2,,
外用薬,1169701S4029,ロピニロール塩酸塩,３２ｍｇ１枚,,,,ハルロピテープ３２ｍｇ,久光製薬,,先発品,,694.3,,
外用薬,1169701S5025,ロピニロール塩酸塩,４０ｍｇ１枚,,,,ハルロピテープ４０ｍｇ,久光製薬,,先発品,,766.2,,
外用薬,1179700S1021,ブロナンセリン,２０ｍｇ１枚,,,,ロナセンテープ２０ｍｇ,住友ファーマ,,先発品,,229.0,,
外用薬,1179700S2028,ブロナンセリン,３０ｍｇ１枚,,,,ロナセンテープ３０ｍｇ,住友ファーマ,,先発品,,332.5,,
外用薬,1179700S3024,ブロナンセリン,４０ｍｇ１枚,,,,ロナセンテープ４０ｍｇ,住友ファーマ,,先発品,,429.1,,
外用薬,1190700S1029,リバスチグミン,４．５ｍｇ１枚,,,,イクセロンパッチ４．５ｍｇ,ノバルティス　ファーマ,,先発品,○,148.4,,
外用薬,1190700S1037,リバスチグミン,４．５ｍｇ１枚,,,,リバスタッチパッチ４．５ｍｇ,小野薬品工業,,先発品,○,167.1,,
外用薬,1190700S1045,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,71.2,,
外用薬,1190700S1053,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,90.9,,
外用薬,1190700S1061,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「ＹＤ」,陽進堂,後発品,,,71.2,,
外用薬,1190700S1070,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,71.2,,
外用薬,1190700S1088,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「アメル」,帝國製薬,後発品,,,71.2,,
外用薬,1190700S1096,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「サワイ」,沢井製薬,後発品,,,71.2,,
外用薬,1190700S1100,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「トーワ」,東和薬品,後発品,,,71.2,,
外用薬,1190700S1118,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「日医工」,日医工,後発品,,,71.2,,
外用薬,1190700S1126,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「ニプロ」,ニプロ,後発品,,,71.2,,
外用薬,1190700S1134,リバスチグミン,４．５ｍｇ１枚,,,,リバスチグミンテープ４．５ｍｇ「久光」,久光製薬,後発品,,,71.2,,
外用薬,1190700S2025,リバスチグミン,９ｍｇ１枚,,,,イクセロンパッチ９ｍｇ,ノバルティス　ファーマ,,先発品,○,165.2,,
外用薬,1190700S2033,リバスチグミン,９ｍｇ１枚,,,,リバスタッチパッチ９ｍｇ,小野薬品工業,,先発品,○,187.7,,
外用薬,1190700S2041,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,80.4,,
外用薬,1190700S2050,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,80.4,,
外用薬,1190700S2068,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「ＹＤ」,陽進堂,後発品,,,95.8,,
外用薬,1190700S2076,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,80.4,,
外用薬,1190700S2084,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「アメル」,帝國製薬,後発品,,,80.4,,
外用薬,1190700S2092,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「サワイ」,沢井製薬,後発品,,,80.4,,
外用薬,1190700S2106,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「トーワ」,東和薬品,後発品,,,80.4,,
外用薬,1190700S2114,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「日医工」,日医工,後発品,,,80.4,,
外用薬,1190700S2122,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「ニプロ」,ニプロ,後発品,,,80.4,,
外用薬,1190700S2130,リバスチグミン,９ｍｇ１枚,,,,リバスチグミンテープ９ｍｇ「久光」,久光製薬,後発品,,,80.4,,
外用薬,1190700S3021,リバスチグミン,１３．５ｍｇ１枚,,,,イクセロンパッチ１３．５ｍｇ,ノバルティス　ファーマ,,先発品,○,169.9,,
外用薬,1190700S3030,リバスチグミン,１３．５ｍｇ１枚,,,,リバスタッチパッチ１３．５ｍｇ,小野薬品工業,,先発品,○,195.5,,
外用薬,1190700S3048,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,84.0,,
外用薬,1190700S3056,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,109.6,,
外用薬,1190700S3064,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「ＹＤ」,陽進堂,後発品,,,84.0,,
外用薬,1190700S3072,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,84.0,,
外用薬,1190700S3080,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「アメル」,帝國製薬,後発品,,,84.0,,
外用薬,1190700S3099,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「サワイ」,沢井製薬,後発品,,,84.0,,
外用薬,1190700S3102,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「トーワ」,東和薬品,後発品,,,84.0,,
外用薬,1190700S3110,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「日医工」,日医工,後発品,,,84.0,,
外用薬,1190700S3129,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「ニプロ」,ニプロ,後発品,,,84.0,,
外用薬,1190700S3137,リバスチグミン,１３．５ｍｇ１枚,,,,リバスチグミンテープ１３．５ｍｇ「久光」,久光製薬,後発品,,,84.0,,
外用薬,1190700S4028,リバスチグミン,１８ｍｇ１枚,,,,イクセロンパッチ１８ｍｇ,ノバルティス　ファーマ,,先発品,○,184.6,,
外用薬,1190700S4036,リバスチグミン,１８ｍｇ１枚,,,,リバスタッチパッチ１８ｍｇ,小野薬品工業,,先発品,○,206.1,,
外用薬,1190700S4044,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「ＤＳＥＰ」,第一三共エスファ,後発品,,,89.5,,
外用薬,1190700S4052,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「ＫＭＰ」,共創未来ファーマ,後発品,,,89.5,,
外用薬,1190700S4060,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「ＹＤ」,陽進堂,後発品,,,105.7,,
外用薬,1190700S4079,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「ＹＰ」,祐徳薬品工業,後発品,,,89.5,,
外用薬,1190700S4087,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「アメル」,帝國製薬,後発品,,,89.5,,
外用薬,1190700S4095,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「サワイ」,沢井製薬,後発品,,,89.5,,
外用薬,1190700S4109,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「トーワ」,東和薬品,後発品,,,89.5,,
外用薬,1190700S4117,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「日医工」,日医工,後発品,,,89.5,,
外用薬,1190700S4125,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「ニプロ」,ニプロ,後発品,,,89.5,,
外用薬,1190700S4133,リバスチグミン,１８ｍｇ１枚,,,,リバスチグミンテープ１８ｍｇ「久光」,久光製薬,後発品,,,89.5,,
外用薬,1190700S5024,リバスチグミン,２５．９２ｍｇ１枚,,,,リバルエンＬＡパッチ２５．９２ｍｇ,東和薬品,後発品,,,215.3,,R7.5.21収載
外用薬,1190700S6020,リバスチグミン,５１．８４ｍｇ１枚,,,,リバルエンＬＡパッチ５１．８４ｍｇ,東和薬品,後発品,,,329.0,,R7.5.21収載
外用薬,1190701S1023,ドネペジル,２７．５ｍｇ１枚,,,,アリドネパッチ２７．５ｍｇ,帝國製薬,,先発品,,286.4,,
外用薬,1190701S2020,ドネペジル,５５ｍｇ１枚,,,,アリドネパッチ５５ｍｇ,帝國製薬,,先発品,,437.6,,
外用薬,1213700X1014,ジブカイン塩酸塩,１ｇ,局,,,ジブカイン塩酸塩,,,,,377.2,,
外用薬,1214700P1054,リドカイン塩酸塩,２％１ｍＬ,,,,キシロカインゼリー２％,サンドファーマ,,,,6.3,,
外用薬,1214700P1070,リドカイン塩酸塩,２％１ｍＬ,,,,リドカイン塩酸塩ゼリー２％「日新」,日新製薬（山形）,後発品,,,6.6,,
外用薬,1214700Q1033,リドカイン塩酸塩,４％１ｍＬ,,,,キシロカイン液「４％」,サンドファーマ,,,,17.0,,
外用薬,1214700Q1041,リドカイン塩酸塩,４％１ｍＬ,,,,キシロカイン点眼液４％,サンドファーマ,,,,18.5,,
外用薬,1214701R1050,リドカイン,１ｇ,,,,キシロカインポンプスプレー８％,サンドファーマ,後発品,,,27.7,,
外用薬,1214701R1068,リドカイン,１ｇ,,,,リドカインポンプスプレー８％「日新」,日新製薬（山形）,後発品,,,21.2,,
外用薬,1214701S1019,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,リドカイン（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ貼付剤,,後発品,,,31.6,,
外用薬,1214701S1051,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,ペンレステープ１８ｍｇ,日東電工,,先発品,○,33.2,,
外用薬,1214701S1060,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,リドカインテープ１８ｍｇ「ＮＰ」,ニプロ,★,,,45.2,,
外用薬,1214701S1078,リドカイン,（１８ｍｇ）３０．５ｍｍ×５０．０ｍｍ１枚,,,,リドカインテープ１８ｍｇ「ニプロ」,ニプロファーマ,★,,,47.6,R8.3.31まで,
外用薬,1219800N1023,リドカイン・プロピトカイン配合剤,１ｇ,,,,エムラクリーム,佐藤製薬,,先発品,,185.2,,
外用薬,1219800S1027,リドカイン・プロピトカイン配合剤,１枚,,,,エムラパッチ,佐藤製薬,,先発品,,474.8,,
外用薬,1259700Q1027,ソフピロニウム臭化物,５％１ｇ,,,,エクロックゲル５％,科研製薬,,先発品,,241.3,,
外用薬,1259701X1026,グリコピロニウムトシル酸塩水和物,２．５％２．５ｇ１包,,,,ラピフォートワイプ２．５％,マルホ,,先発品,,250.6,,
外用薬,1259702Q1026,オキシブチニン塩酸塩,２０％１ｇ,,,,アポハイドローション２０％,久光製薬,,先発品,,543.7,,
外用薬,1311701Q1031,シクロペントラート塩酸塩,１％１ｍＬ,,,,サイプレジン１％点眼液,参天製薬,,先発品,,67.5,,
外用薬,1311702Q1036,フェニレフリン塩酸塩,５％１ｍＬ,,,,ネオシネジンコーワ５％点眼液,興和,,,,38.2,,
外用薬,1311703X1019,ホマトロピン臭化水素酸塩,１ｇ,局,,,ホマトロピン臭化水素酸塩,,,,,484.2,,
外用薬,1311705Q1048,トロピカミド,０．４％１ｍＬ,,,,ミドリンＭ点眼液０．４％,参天製薬,,,,18.5,,
外用薬,1311705Q1064,トロピカミド,０．４％１ｍＬ,,,,トロピカミド点眼液０．４％「日点」,ロートニッテン,後発品,,,18.3,,
外用薬,1311706M1024,アトロピン硫酸塩水和物,１％１ｇ,,,,リュウアト１％眼軟膏,参天製薬,,,,323.4,,
外用薬,1311706Q2022,アトロピン硫酸塩水和物,１％５ｍＬ１瓶,,,,日点アトロピン点眼液１％,ロートニッテン,,,,296.6,,
外用薬,1312700X1012,ピロカルピン塩酸塩,１ｇ,局,,,ピロカルピン塩酸塩,,,,,1180.3,,
外用薬,1312701Q1063,ピロカルピン塩酸塩,０．５％５ｍＬ１瓶,,,,サンピロ点眼液０．５％,参天製薬,,,,94.8,,
外用薬,1312701Q2086,ピロカルピン塩酸塩,１％５ｍＬ１瓶,,,,サンピロ点眼液１％,参天製薬,,,,102.0,,
外用薬,1312701Q3082,ピロカルピン塩酸塩,２％５ｍＬ１瓶,,,,サンピロ点眼液２％,参天製薬,,,,114.5,,
外用薬,1312701Q4046,ピロカルピン塩酸塩,３％５ｍＬ１瓶,,,,サンピロ点眼液３％,参天製薬,,,,134.3,,
外用薬,1312701Q5050,ピロカルピン塩酸塩,４％５ｍＬ１瓶,,,,サンピロ点眼液４％,参天製薬,,,,141.8,,
外用薬,1312704Q1024,ジスチグミン臭化物,０．５％１ｍＬ,,,,ウブレチド点眼液０．５％,鳥居薬品,,先発品,,117.9,,
外用薬,1312704Q2020,ジスチグミン臭化物,１％１ｍＬ,,,,ウブレチド点眼液１％,鳥居薬品,,先発品,,164.0,,
外用薬,1313700Q2070,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,ベノキシール点眼液０．４％,参天製薬,,先発品,,41.8,,
外用薬,1313700Q2089,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,ネオベノール点眼液０．４％,ロートニッテン,,,,20.9,,
外用薬,1313700Q2097,オキシブプロカイン塩酸塩,０．４％１ｍＬ,,,,オキシブプロカイン塩酸塩点眼液０．４％「ニットー」,日東メディック,,,,41.8,,
外用薬,1313700Q3034,オキシブプロカイン塩酸塩,０．０５％５ｍＬ１瓶,,,,ラクリミン点眼液０．０５％,参天製薬,,先発品,,91.6,,
外用薬,1314700Q1012,硝酸銀,１％０．５ｍＬ１管,局,,,硝酸銀点眼液,,,,,18.3,,
外用薬,1314701X1011,ホウ酸,１０ｇ,局,,,ホウ酸,,,,,7.4,,
外用薬,1314701X1070,ホウ酸,１０ｇ,局,,,ホウ酸「ケンエー」,健栄製薬,,,,22.8,,
外用薬,1314701X1178,ホウ酸,１０ｇ,局,,,ホウ酸「メタル」,中北薬品,,,,21.5,,
外用薬,1314702X1016,ホウ砂,１０ｇ,局,,,ホウ砂,,,,,10.1,,
外用薬,1315700M1026,デキサメタゾン,０．０５％１ｇ,,,,サンテゾーン０．０５％眼軟膏,参天製薬,後発品,,,42.5,,
外用薬,1315700M2057,デキサメタゾン,０．１％１ｇ,,,,デキサメタゾン眼軟膏０．１％「ニットー」,日東メディック,後発品,,,32.9,,
外用薬,1315701Q1014,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,デキサメタゾンメタスルホ安息香酸エステルナトリウム０．０２％１ｍＬ点眼液,,後発品,,,13.2,,
外用薬,1315701Q1081,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０２％１ｍＬ,,,,サンテゾーン点眼液（０．０２％）,参天製薬,,準先発品,○,18.5,,
外用薬,1315701Q2010,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．０５％１ｍＬ,,,,デキサメタゾンメタスルホ安息香酸エステルナトリウム０．０５％１ｍＬ点眼液,,後発品,,,18.5,,
外用薬,1315701Q3033,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,サンテゾーン点眼液（０．１％）,参天製薬,,準先発品,○,35.2,,
外用薬,1315701Q3106,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,Ｄ・Ｅ・Ｘ点眼液０．１％「ニットー」,日東メディック,後発品,,,24.7,,
外用薬,1315701Q4048,デキサメタゾンメタスルホ安息香酸エステルナトリウム,０．１％１ｍＬ,,,,ビジュアリン眼科耳鼻科用液０．１％,千寿製薬,後発品,,,29.2,,
外用薬,1315702Q1051,デキサメタゾンリン酸エステルナトリウム,０．１％１ｍＬ,,,,オルガドロン点眼・点耳・点鼻液０．１％,サンドファーマ,,,,33.9,,
外用薬,1315704Q1018,フルオロメトロン,０．０２％１ｍＬ,,,,フルオロメトロン０．０２％１ｍＬ点眼液,,後発品,,,18.5,,
外用薬,1315704Q1115,フルオロメトロン,０．０２％１ｍＬ,,,,フルメトロン点眼液０．０２％,参天製薬,,先発品,○,24.2,,
